,HomeTeam,HomeTeamID,AwayTeam,AwayTeamID,UTCDate,ESTDate
1123,Minnesota Wild,687,Calgary Flames,675,2023-03-08T01:00:00+00:00,2023-03-07
1124,Arizona Coyotes,1460,St. Louis Blues,698,2023-03-08T02:00:00+00:00,2023-03-07
1125,Colorado Avalanche,679,San Jose Sharks,697,2023-03-08T02:00:00+00:00,2023-03-07
1126,Seattle Kraken,1436,Anaheim Ducks,670,2023-03-08T03:00:00+00:00,2023-03-07
1127,Detroit Red Wings,682,Chicago Blackhawks,678,2023-03-09T00:30:00+00:00,2023-03-08
1128,Winnipeg Jets,704,Minnesota Wild,687,2023-03-09T00:30:00+00:00,2023-03-08
1129,Vancouver Canucks,701,Anaheim Ducks,670,2023-03-09T03:00:00+00:00,2023-03-08
1130,Pittsburgh Penguins,696,New York Islanders,691,2023-03-10T00:00:00+00:00,2023-03-09
1131,Washington Capitals,703,New Jersey Devils,690,2023-03-10T00:00:00+00:00,2023-03-09
1132,Tampa Bay Lightning,699,Vegas Golden Knights,702,2023-03-10T00:00:00+00:00,2023-03-09
1133,Montreal Canadiens,688,New York Rangers,692,2023-03-10T00:00:00+00:00,2023-03-09
1134,Carolina Hurricanes,676,Philadelphia Flyers,695,2023-03-10T00:00:00+00:00,2023-03-09
1135,Buffalo Sabres,674,Dallas Stars,681,2023-03-10T00:00:00+00:00,2023-03-09
1136,Boston Bruins,673,Edmonton Oilers,683,2023-03-10T00:30:00+00:00,2023-03-09
1137,St. Louis Blues,698,San Jose Sharks,697,2023-03-10T01:00:00+00:00,2023-03-09
1138,Arizona Coyotes,1460,Nashville Predators,689,2023-03-10T02:00:00+00:00,2023-03-09
1139,Colorado Avalanche,679,Los Angeles Kings,685,2023-03-10T02:00:00+00:00,2023-03-09
1140,Seattle Kraken,1436,Ottawa Senators,693,2023-03-10T03:00:00+00:00,2023-03-09
1141,Florida Panthers,684,Chicago Blackhawks,678,2023-03-11T00:00:00+00:00,2023-03-10
1142,Calgary Flames,675,Anaheim Ducks,670,2023-03-11T02:00:00+00:00,2023-03-10
1143,Boston Bruins,673,Detroit Red Wings,682,2023-03-11T18:00:00+00:00,2023-03-11
1144,Pittsburgh Penguins,696,Philadelphia Flyers,695,2023-03-11T20:30:00+00:00,2023-03-11
1145,Buffalo Sabres,674,New York Rangers,692,2023-03-11T22:00:00+00:00,2023-03-11
1146,Colorado Avalanche,679,Arizona Coyotes,1460,2023-03-11T23:00:00+00:00,2023-03-11
1147,Toronto Maple Leafs,700,Edmonton Oilers,683,2023-03-12T00:00:00+00:00,2023-03-11
1148,Tampa Bay Lightning,699,Chicago Blackhawks,678,2023-03-12T00:00:00+00:00,2023-03-11
1149,Montreal Canadiens,688,New Jersey Devils,690,2023-03-12T00:00:00+00:00,2023-03-11
1150,Florida Panthers,684,Winnipeg Jets,704,2023-03-12T00:00:00+00:00,2023-03-11
1151,Columbus Blue Jackets,680,St. Louis Blues,698,2023-03-12T00:00:00+00:00,2023-03-11
1152,Carolina Hurricanes,676,Vegas Golden Knights,702,2023-03-12T00:00:00+00:00,2023-03-11
1153,New York Islanders,691,Washington Capitals,703,2023-03-12T00:30:00+00:00,2023-03-11
1154,Seattle Kraken,1436,Dallas Stars,681,2023-03-12T03:00:00+00:00,2023-03-11
1155,Vancouver Canucks,701,Ottawa Senators,693,2023-03-12T03:00:00+00:00,2023-03-11
1156,Los Angeles Kings,685,Nashville Predators,689,2023-03-12T03:30:00+00:00,2023-03-11
1157,San Jose Sharks,697,Minnesota Wild,687,2023-03-12T03:30:00+00:00,2023-03-11
1158,Detroit Red Wings,682,Boston Bruins,673,2023-03-12T17:30:00+00:00,2023-03-12
1159,Pittsburgh Penguins,696,New York Rangers,692,2023-03-12T20:00:00+00:00,2023-03-12
1160,Tampa Bay Lightning,699,Winnipeg Jets,704,2023-03-12T23:00:00+00:00,2023-03-12
1161,St. Louis Blues,698,Vegas Golden Knights,702,2023-03-12T23:00:00+00:00,2023-03-12
1162,New Jersey Devils,690,Carolina Hurricanes,676,2023-03-12T23:00:00+00:00,2023-03-12
1163,Calgary Flames,675,Ottawa Senators,693,2023-03-13T01:00:00+00:00,2023-03-12
1164,Anaheim Ducks,670,Nashville Predators,689,2023-03-13T01:30:00+00:00,2023-03-12
1165,Arizona Coyotes,1460,Minnesota Wild,687,2023-03-13T01:30:00+00:00,2023-03-12
1166,Montreal Canadiens,688,Colorado Avalanche,679,2023-03-13T23:30:00+00:00,2023-03-13
1167,Toronto Maple Leafs,700,Buffalo Sabres,674,2023-03-13T23:30:00+00:00,2023-03-13
1168,Seattle Kraken,1436,Dallas Stars,681,2023-03-14T02:00:00+00:00,2023-03-13
1169,Pittsburgh Penguins,696,Montreal Canadiens,688,2023-03-14T23:00:00+00:00,2023-03-14
1170,Philadelphia Flyers,695,Vegas Golden Knights,702,2023-03-14T23:00:00+00:00,2023-03-14
1171,New York Rangers,692,Washington Capitals,703,2023-03-14T23:00:00+00:00,2023-03-14
1172,New Jersey Devils,690,Tampa Bay Lightning,699,2023-03-14T23:00:00+00:00,2023-03-14
1173,Carolina Hurricanes,676,Winnipeg Jets,704,2023-03-14T23:00:00+00:00,2023-03-14
1174,Nashville Predators,689,Detroit Red Wings,682,2023-03-15T00:00:00+00:00,2023-03-14
1175,Chicago Blackhawks,678,Boston Bruins,673,2023-03-15T00:30:00+00:00,2023-03-14
1176,Edmonton Oilers,683,Ottawa Senators,693,2023-03-15T01:00:00+00:00,2023-03-14
1177,Arizona Coyotes,1460,Calgary Flames,675,2023-03-15T02:00:00+00:00,2023-03-14
1178,Vancouver Canucks,701,Dallas Stars,681,2023-03-15T02:00:00+00:00,2023-03-14
1179,Los Angeles Kings,685,New York Islanders,691,2023-03-15T02:30:00+00:00,2023-03-14
1180,San Jose Sharks,697,Columbus Blue Jackets,680,2023-03-15T02:30:00+00:00,2023-03-14
1181,Toronto Maple Leafs,700,Colorado Avalanche,679,2023-03-15T23:00:00+00:00,2023-03-15
1182,Washington Capitals,703,Buffalo Sabres,674,2023-03-15T23:00:00+00:00,2023-03-15
1183,St. Louis Blues,698,Minnesota Wild,687,2023-03-16T01:30:00+00:00,2023-03-15
1184,Anaheim Ducks,670,New York Islanders,691,2023-03-16T02:00:00+00:00,2023-03-15
1185,Florida Panthers,684,Montreal Canadiens,688,2023-03-16T23:00:00+00:00,2023-03-16
1186,New Jersey Devils,690,Tampa Bay Lightning,699,2023-03-16T23:00:00+00:00,2023-03-16
1187,New York Rangers,692,Pittsburgh Penguins,696,2023-03-16T23:00:00+00:00,2023-03-16
1188,Ottawa Senators,693,Colorado Avalanche,679,2023-03-16T23:00:00+00:00,2023-03-16
1189,Nashville Predators,689,Chicago Blackhawks,678,2023-03-17T00:00:00+00:00,2023-03-16
1190,Winnipeg Jets,704,Boston Bruins,673,2023-03-17T00:00:00+00:00,2023-03-16
1191,Edmonton Oilers,683,Dallas Stars,681,2023-03-17T01:00:00+00:00,2023-03-16
1192,Arizona Coyotes,1460,Vancouver Canucks,701,2023-03-17T02:00:00+00:00,2023-03-16
1193,Vegas Golden Knights,702,Calgary Flames,675,2023-03-17T02:00:00+00:00,2023-03-16
1194,San Jose Sharks,697,Seattle Kraken,1436,2023-03-17T02:30:00+00:00,2023-03-16
1195,Los Angeles Kings,685,Columbus Blue Jackets,680,2023-03-17T02:30:00+00:00,2023-03-16
1196,Philadelphia Flyers,695,Buffalo Sabres,674,2023-03-17T23:00:00+00:00,2023-03-17
1197,Toronto Maple Leafs,700,Carolina Hurricanes,676,2023-03-17T23:00:00+00:00,2023-03-17
1198,Washington Capitals,703,St. Louis Blues,698,2023-03-17T23:00:00+00:00,2023-03-17
1199,Anaheim Ducks,670,Columbus Blue Jackets,680,2023-03-18T02:00:00+00:00,2023-03-17
1200,Detroit Red Wings,682,Colorado Avalanche,679,2023-03-18T17:00:00+00:00,2023-03-18
1201,Minnesota Wild,687,Boston Bruins,673,2023-03-18T18:00:00+00:00,2023-03-18
1202,Nashville Predators,689,Winnipeg Jets,704,2023-03-18T18:00:00+00:00,2023-03-18
1203,Seattle Kraken,1436,Edmonton Oilers,683,2023-03-18T20:00:00+00:00,2023-03-18
1204,Philadelphia Flyers,695,Carolina Hurricanes,676,2023-03-18T21:00:00+00:00,2023-03-18
1205,Florida Panthers,684,New Jersey Devils,690,2023-03-18T22:00:00+00:00,2023-03-18
1206,Ottawa Senators,693,Toronto Maple Leafs,700,2023-03-18T23:00:00+00:00,2023-03-18
1207,Tampa Bay Lightning,699,Montreal Canadiens,688,2023-03-18T23:00:00+00:00,2023-03-18
1208,New York Rangers,692,Pittsburgh Penguins,696,2023-03-19T00:00:00+00:00,2023-03-18
1209,Calgary Flames,675,Dallas Stars,681,2023-03-19T02:00:00+00:00,2023-03-18
1210,Los Angeles Kings,685,Vancouver Canucks,701,2023-03-19T02:00:00+00:00,2023-03-18
1211,Arizona Coyotes,1460,Chicago Blackhawks,678,2023-03-19T02:30:00+00:00,2023-03-18
1212,San Jose Sharks,697,New York Islanders,691,2023-03-19T02:30:00+00:00,2023-03-18
1213,Buffalo Sabres,674,Boston Bruins,673,2023-03-19T17:00:00+00:00,2023-03-19
1214,Minnesota Wild,687,Washington Capitals,703,2023-03-19T18:00:00+00:00,2023-03-19
1215,Vegas Golden Knights,702,Columbus Blue Jackets,680,2023-03-19T20:00:00+00:00,2023-03-19
1216,Tampa Bay Lightning,699,New Jersey Devils,690,2023-03-19T23:00:00+00:00,2023-03-19
1217,St. Louis Blues,698,Winnipeg Jets,704,2023-03-19T23:00:00+00:00,2023-03-19
1218,New York Rangers,692,Nashville Predators,689,2023-03-19T23:00:00+00:00,2023-03-19
1219,Anaheim Ducks,670,Vancouver Canucks,701,2023-03-20T00:00:00+00:00,2023-03-19
1220,Pittsburgh Penguins,696,Ottawa Senators,693,2023-03-20T23:00:00+00:00,2023-03-20
1221,Detroit Red Wings,682,Florida Panthers,684,2023-03-20T23:00:00+00:00,2023-03-20
1222,Colorado Avalanche,679,Chicago Blackhawks,678,2023-03-21T01:00:00+00:00,2023-03-20
1223,Edmonton Oilers,683,San Jose Sharks,697,2023-03-21T01:30:00+00:00,2023-03-20
1224,Los Angeles Kings,685,Calgary Flames,675,2023-03-21T02:30:00+00:00,2023-03-20
1225,Washington Capitals,703,Columbus Blue Jackets,680,2023-03-21T23:00:00+00:00,2023-03-21
1226,Philadelphia Flyers,695,Florida Panthers,684,2023-03-21T23:00:00+00:00,2023-03-21
1227,New York Rangers,692,Carolina Hurricanes,676,2023-03-21T23:00:00+00:00,2023-03-21
1228,Montreal Canadiens,688,Tampa Bay Lightning,699,2023-03-21T23:00:00+00:00,2023-03-21
1229,New Jersey Devils,690,Minnesota Wild,687,2023-03-21T23:00:00+00:00,2023-03-21
1230,Buffalo Sabres,674,Nashville Predators,689,2023-03-21T23:00:00+00:00,2023-03-21
1231,Boston Bruins,673,Ottawa Senators,693,2023-03-21T23:00:00+00:00,2023-03-21
1232,New York Islanders,691,Toronto Maple Leafs,700,2023-03-21T23:30:00+00:00,2023-03-21
1233,St. Louis Blues,698,Detroit Red Wings,682,2023-03-22T00:00:00+00:00,2023-03-21
1234,Winnipeg Jets,704,Arizona Coyotes,1460,2023-03-22T00:00:00+00:00,2023-03-21
1235,Dallas Stars,681,Seattle Kraken,1436,2023-03-22T00:30:00+00:00,2023-03-21
1236,Anaheim Ducks,670,Calgary Flames,675,2023-03-22T02:00:00+00:00,2023-03-21
1237,Vancouver Canucks,701,Vegas Golden Knights,702,2023-03-22T02:00:00+00:00,2023-03-21
1238,Colorado Avalanche,679,Pittsburgh Penguins,696,2023-03-23T00:00:00+00:00,2023-03-22
1239,Edmonton Oilers,683,Arizona Coyotes,1460,2023-03-23T02:30:00+00:00,2023-03-22
1240,Philadelphia Flyers,695,Minnesota Wild,687,2023-03-23T22:30:00+00:00,2023-03-23
1241,Washington Capitals,703,Chicago Blackhawks,678,2023-03-23T23:00:00+00:00,2023-03-23
1242,Boston Bruins,673,Montreal Canadiens,688,2023-03-23T23:00:00+00:00,2023-03-23
1243,Ottawa Senators,693,Tampa Bay Lightning,699,2023-03-23T23:00:00+00:00,2023-03-23
1244,Florida Panthers,684,Toronto Maple Leafs,700,2023-03-23T23:00:00+00:00,2023-03-23
1245,Carolina Hurricanes,676,New York Rangers,692,2023-03-23T23:00:00+00:00,2023-03-23
1246,Detroit Red Wings,682,St. Louis Blues,698,2023-03-23T23:00:00+00:00,2023-03-23
1247,Nashville Predators,689,Seattle Kraken,1436,2023-03-24T00:00:00+00:00,2023-03-23
1248,Dallas Stars,681,Pittsburgh Penguins,696,2023-03-24T01:00:00+00:00,2023-03-23
1249,Calgary Flames,675,Vegas Golden Knights,702,2023-03-24T01:00:00+00:00,2023-03-23
1250,Anaheim Ducks,670,Winnipeg Jets,704,2023-03-24T02:00:00+00:00,2023-03-23
1251,Vancouver Canucks,701,San Jose Sharks,697,2023-03-24T02:00:00+00:00,2023-03-23
1252,Buffalo Sabres,674,New Jersey Devils,690,2023-03-24T23:00:00+00:00,2023-03-24
1253,Columbus Blue Jackets,680,New York Islanders,691,2023-03-24T23:00:00+00:00,2023-03-24
1254,Colorado Avalanche,679,Arizona Coyotes,1460,2023-03-25T01:00:00+00:00,2023-03-24
1255,Boston Bruins,673,Tampa Bay Lightning,699,2023-03-25T17:00:00+00:00,2023-03-25
1256,Philadelphia Flyers,695,Detroit Red Wings,682,2023-03-25T17:00:00+00:00,2023-03-25
1257,Nashville Predators,689,Seattle Kraken,1436,2023-03-25T18:00:00+00:00,2023-03-25
1258,Calgary Flames,675,San Jose Sharks,697,2023-03-25T20:00:00+00:00,2023-03-25
1259,Los Angeles Kings,685,Winnipeg Jets,704,2023-03-25T20:00:00+00:00,2023-03-25
1260,Florida Panthers,684,New York Rangers,692,2023-03-25T21:00:00+00:00,2023-03-25
1261,Minnesota Wild,687,Chicago Blackhawks,678,2023-03-25T21:00:00+00:00,2023-03-25
1262,New York Islanders,691,Buffalo Sabres,674,2023-03-25T21:00:00+00:00,2023-03-25
1263,Carolina Hurricanes,676,Toronto Maple Leafs,700,2023-03-25T23:00:00+00:00,2023-03-25
1264,Dallas Stars,681,Vancouver Canucks,701,2023-03-25T23:00:00+00:00,2023-03-25
1265,Montreal Canadiens,688,Columbus Blue Jackets,680,2023-03-25T23:00:00+00:00,2023-03-25
1266,New Jersey Devils,690,Ottawa Senators,693,2023-03-25T23:00:00+00:00,2023-03-25
1267,Pittsburgh Penguins,696,Washington Capitals,703,2023-03-26T00:00:00+00:00,2023-03-25
1268,Edmonton Oilers,683,Vegas Golden Knights,702,2023-03-26T02:00:00+00:00,2023-03-25
1269,Anaheim Ducks,670,St. Louis Blues,698,2023-03-26T02:30:00+00:00,2023-03-25
1270,Arizona Coyotes,1460,Colorado Avalanche,679,2023-03-26T19:00:00+00:00,2023-03-26
1271,Carolina Hurricanes,676,Boston Bruins,673,2023-03-26T21:00:00+00:00,2023-03-26
1272,Nashville Predators,689,Toronto Maple Leafs,700,2023-03-26T22:00:00+00:00,2023-03-26
1273,Chicago Blackhawks,678,Vancouver Canucks,701,2023-03-26T22:00:00+00:00,2023-03-26
1274,Los Angeles Kings,685,St. Louis Blues,698,2023-03-27T02:30:00+00:00,2023-03-26
1275,Buffalo Sabres,674,Montreal Canadiens,688,2023-03-27T23:00:00+00:00,2023-03-27
1276,Ottawa Senators,693,Florida Panthers,684,2023-03-27T23:00:00+00:00,2023-03-27
1277,New York Islanders,691,New Jersey Devils,690,2023-03-27T23:30:00+00:00,2023-03-27
1278,Minnesota Wild,687,Seattle Kraken,1436,2023-03-28T00:00:00+00:00,2023-03-27
1279,Anaheim Ducks,670,Colorado Avalanche,679,2023-03-28T02:00:00+00:00,2023-03-27
1280,Arizona Coyotes,1460,Edmonton Oilers,683,2023-03-28T02:00:00+00:00,2023-03-27
1281,Philadelphia Flyers,695,Montreal Canadiens,688,2023-03-28T23:00:00+00:00,2023-03-28
1282,Boston Bruins,673,Nashville Predators,689,2023-03-28T23:00:00+00:00,2023-03-28
1283,New York Rangers,692,Columbus Blue Jackets,680,2023-03-28T23:00:00+00:00,2023-03-28
1284,Carolina Hurricanes,676,Tampa Bay Lightning,699,2023-03-28T23:00:00+00:00,2023-03-28
1285,Detroit Red Wings,682,Pittsburgh Penguins,696,2023-03-28T23:00:00+00:00,2023-03-28
1286,St. Louis Blues,698,Vancouver Canucks,701,2023-03-29T00:00:00+00:00,2023-03-28
1287,Chicago Blackhawks,678,Dallas Stars,681,2023-03-29T00:30:00+00:00,2023-03-28
1288,Calgary Flames,675,Los Angeles Kings,685,2023-03-29T01:00:00+00:00,2023-03-28
1289,Vegas Golden Knights,702,Edmonton Oilers,683,2023-03-29T02:00:00+00:00,2023-03-28
1290,San Jose Sharks,697,Winnipeg Jets,704,2023-03-29T02:30:00+00:00,2023-03-28
1291,Toronto Maple Leafs,700,Florida Panthers,684,2023-03-29T23:30:00+00:00,2023-03-29
1292,Washington Capitals,703,New York Islanders,691,2023-03-29T23:30:00+00:00,2023-03-29
1293,Colorado Avalanche,679,Minnesota Wild,687,2023-03-30T02:00:00+00:00,2023-03-29
1294,Boston Bruins,673,Columbus Blue Jackets,680,2023-03-30T23:00:00+00:00,2023-03-30
1295,Montreal Canadiens,688,Florida Panthers,684,2023-03-30T23:00:00+00:00,2023-03-30
1296,New Jersey Devils,690,New York Rangers,692,2023-03-30T23:00:00+00:00,2023-03-30
1297,Ottawa Senators,693,Philadelphia Flyers,695,2023-03-30T23:00:00+00:00,2023-03-30
1298,Pittsburgh Penguins,696,Nashville Predators,689,2023-03-30T23:00:00+00:00,2023-03-30
1299,Tampa Bay Lightning,699,Washington Capitals,703,2023-03-30T23:00:00+00:00,2023-03-30
1300,Detroit Red Wings,682,Carolina Hurricanes,676,2023-03-30T23:30:00+00:00,2023-03-30
1301,Chicago Blackhawks,678,St. Louis Blues,698,2023-03-31T00:30:00+00:00,2023-03-30
1302,Edmonton Oilers,683,Los Angeles Kings,685,2023-03-31T01:00:00+00:00,2023-03-30
1303,Seattle Kraken,1436,Anaheim Ducks,670,2023-03-31T02:00:00+00:00,2023-03-30
1304,San Jose Sharks,697,Vegas Golden Knights,702,2023-03-31T02:30:00+00:00,2023-03-30
1305,Buffalo Sabres,674,New York Rangers,692,2023-03-31T23:00:00+00:00,2023-03-31
1306,Winnipeg Jets,704,Detroit Red Wings,682,2023-04-01T00:00:00+00:00,2023-03-31
1307,Vancouver Canucks,701,Calgary Flames,675,2023-04-01T02:00:00+00:00,2023-03-31
1308,Arizona Coyotes,1460,Dallas Stars,681,2023-04-01T02:30:00+00:00,2023-03-31
1309,Nashville Predators,689,St. Louis Blues,698,2023-04-01T17:00:00+00:00,2023-04-01
1310,Pittsburgh Penguins,696,Boston Bruins,673,2023-04-01T19:00:00+00:00,2023-04-01
1311,Philadelphia Flyers,695,Buffalo Sabres,674,2023-04-01T23:00:00+00:00,2023-04-01
1312,Tampa Bay Lightning,699,New York Islanders,691,2023-04-01T23:00:00+00:00,2023-04-01
1313,Ottawa Senators,693,Toronto Maple Leafs,700,2023-04-01T23:00:00+00:00,2023-04-01
1314,Montreal Canadiens,688,Carolina Hurricanes,676,2023-04-01T23:00:00+00:00,2023-04-01
1315,Columbus Blue Jackets,680,Florida Panthers,684,2023-04-01T23:00:00+00:00,2023-04-01
1316,Chicago Blackhawks,678,New Jersey Devils,690,2023-04-02T00:00:00+00:00,2023-04-01
1317,Colorado Avalanche,679,Dallas Stars,681,2023-04-02T01:00:00+00:00,2023-04-01
1318,Arizona Coyotes,1460,San Jose Sharks,697,2023-04-02T02:00:00+00:00,2023-04-01
1319,Edmonton Oilers,683,Anaheim Ducks,670,2023-04-02T02:00:00+00:00,2023-04-01
1320,Seattle Kraken,1436,Los Angeles Kings,685,2023-04-02T02:00:00+00:00,2023-04-01
1321,Vegas Golden Knights,702,Minnesota Wild,687,2023-04-02T02:00:00+00:00,2023-04-01
1322,Washington Capitals,703,New York Rangers,692,2023-04-02T17:00:00+00:00,2023-04-02
1323,St. Louis Blues,698,Boston Bruins,673,2023-04-02T19:30:00+00:00,2023-04-02
1324,Pittsburgh Penguins,696,Philadelphia Flyers,695,2023-04-02T22:00:00+00:00,2023-04-02
1325,Columbus Blue Jackets,680,Ottawa Senators,693,2023-04-02T22:00:00+00:00,2023-04-02
1326,Carolina Hurricanes,676,New York Islanders,691,2023-04-02T22:00:00+00:00,2023-04-02
1327,Toronto Maple Leafs,700,Detroit Red Wings,682,2023-04-02T23:00:00+00:00,2023-04-02
1328,Winnipeg Jets,704,New Jersey Devils,690,2023-04-02T23:00:00+00:00,2023-04-02
1329,Calgary Flames,675,Anaheim Ducks,670,2023-04-03T00:00:00+00:00,2023-04-02
1330,Vancouver Canucks,701,Los Angeles Kings,685,2023-04-03T00:00:00+00:00,2023-04-02
1331,Minnesota Wild,687,Vegas Golden Knights,702,2023-04-04T00:00:00+00:00,2023-04-03
1332,Dallas Stars,681,Nashville Predators,689,2023-04-04T00:30:00+00:00,2023-04-03
1333,Seattle Kraken,1436,Arizona Coyotes,1460,2023-04-04T02:00:00+00:00,2023-04-03
1334,New Jersey Devils,690,Pittsburgh Penguins,696,2023-04-04T23:00:00+00:00,2023-04-04
1335,Toronto Maple Leafs,700,Columbus Blue Jackets,680,2023-04-04T23:00:00+00:00,2023-04-04
1336,Florida Panthers,684,Buffalo Sabres,674,2023-04-04T23:00:00+00:00,2023-04-04
1337,Montreal Canadiens,688,Detroit Red Wings,682,2023-04-04T23:00:00+00:00,2023-04-04
1338,Carolina Hurricanes,676,Ottawa Senators,693,2023-04-04T23:00:00+00:00,2023-04-04
1339,Nashville Predators,689,Vegas Golden Knights,702,2023-04-05T00:00:00+00:00,2023-04-04
1340,St. Louis Blues,698,Philadelphia Flyers,695,2023-04-05T00:00:00+00:00,2023-04-04
1341,Calgary Flames,675,Chicago Blackhawks,678,2023-04-05T01:00:00+00:00,2023-04-04
1342,Vancouver Canucks,701,Seattle Kraken,1436,2023-04-05T02:00:00+00:00,2023-04-04
1343,Los Angeles Kings,685,Edmonton Oilers,683,2023-04-05T02:30:00+00:00,2023-04-04
1344,San Jose Sharks,697,Colorado Avalanche,679,2023-04-05T02:30:00+00:00,2023-04-04
1345,New York Rangers,692,Tampa Bay Lightning,699,2023-04-05T23:30:00+00:00,2023-04-05
1346,Winnipeg Jets,704,Calgary Flames,675,2023-04-05T23:30:00+00:00,2023-04-05
1347,Anaheim Ducks,670,Edmonton Oilers,683,2023-04-06T02:00:00+00:00,2023-04-05
1348,Boston Bruins,673,Toronto Maple Leafs,700,2023-04-06T23:00:00+00:00,2023-04-06
1349,Florida Panthers,684,Ottawa Senators,693,2023-04-06T23:00:00+00:00,2023-04-06
1350,Montreal Canadiens,688,Washington Capitals,703,2023-04-06T23:00:00+00:00,2023-04-06
1351,New Jersey Devils,690,Columbus Blue Jackets,680,2023-04-06T23:00:00+00:00,2023-04-06
1352,Pittsburgh Penguins,696,Minnesota Wild,687,2023-04-06T23:00:00+00:00,2023-04-06
1353,Detroit Red Wings,682,Buffalo Sabres,674,2023-04-06T23:00:00+00:00,2023-04-06
1354,New York Islanders,691,Tampa Bay Lightning,699,2023-04-06T23:30:00+00:00,2023-04-06
1355,Nashville Predators,689,Carolina Hurricanes,676,2023-04-07T00:00:00+00:00,2023-04-06
1356,St. Louis Blues,698,New York Rangers,692,2023-04-07T00:00:00+00:00,2023-04-06
1357,Dallas Stars,681,Philadelphia Flyers,695,2023-04-07T00:30:00+00:00,2023-04-06
1358,Vegas Golden Knights,702,Los Angeles Kings,685,2023-04-07T02:00:00+00:00,2023-04-06
1359,Vancouver Canucks,701,Chicago Blackhawks,678,2023-04-07T02:00:00+00:00,2023-04-06
1360,Seattle Kraken,1436,Arizona Coyotes,1460,2023-04-07T02:30:00+00:00,2023-04-06
1361,San Jose Sharks,697,Colorado Avalanche,679,2023-04-07T02:30:00+00:00,2023-04-06
1362,Buffalo Sabres,674,Carolina Hurricanes,676,2023-04-08T16:30:00+00:00,2023-04-08
1363,Detroit Red Wings,682,Pittsburgh Penguins,696,2023-04-08T17:00:00+00:00,2023-04-08
1364,Dallas Stars,681,Vegas Golden Knights,702,2023-04-08T19:30:00+00:00,2023-04-08
1365,San Jose Sharks,697,Edmonton Oilers,683,2023-04-08T20:00:00+00:00,2023-04-08
1366,Arizona Coyotes,1460,Anaheim Ducks,670,2023-04-08T21:30:00+00:00,2023-04-08
1367,Washington Capitals,703,Florida Panthers,684,2023-04-08T23:00:00+00:00,2023-04-08
1368,Winnipeg Jets,704,Nashville Predators,689,2023-04-08T23:00:00+00:00,2023-04-08
1369,Toronto Maple Leafs,700,Montreal Canadiens,688,2023-04-08T23:00:00+00:00,2023-04-08
1370,Ottawa Senators,693,Tampa Bay Lightning,699,2023-04-08T23:00:00+00:00,2023-04-08
1371,Columbus Blue Jackets,680,New York Rangers,692,2023-04-08T23:00:00+00:00,2023-04-08
1372,New York Islanders,691,Philadelphia Flyers,695,2023-04-08T23:30:00+00:00,2023-04-08
1373,Minnesota Wild,687,St. Louis Blues,698,2023-04-09T00:00:00+00:00,2023-04-08
1374,Boston Bruins,673,New Jersey Devils,690,2023-04-09T00:00:00+00:00,2023-04-08
1375,Seattle Kraken,1436,Chicago Blackhawks,678,2023-04-09T02:00:00+00:00,2023-04-08
1376,Vancouver Canucks,701,Calgary Flames,675,2023-04-09T02:00:00+00:00,2023-04-08
1377,Los Angeles Kings,685,Colorado Avalanche,679,2023-04-09T02:30:00+00:00,2023-04-08
1378,Philadelphia Flyers,695,Boston Bruins,673,2023-04-09T22:00:00+00:00,2023-04-09
1379,Anaheim Ducks,670,Colorado Avalanche,679,2023-04-10T00:30:00+00:00,2023-04-09
1380,Washington Capitals,703,New York Islanders,691,2023-04-10T23:00:00+00:00,2023-04-10
1381,Winnipeg Jets,704,San Jose Sharks,697,2023-04-10T23:00:00+00:00,2023-04-10
1382,Florida Panthers,684,Toronto Maple Leafs,700,2023-04-10T23:00:00+00:00,2023-04-10
1383,Ottawa Senators,693,Carolina Hurricanes,676,2023-04-10T23:00:00+00:00,2023-04-10
1384,New York Rangers,692,Buffalo Sabres,674,2023-04-10T23:00:00+00:00,2023-04-10
1385,Detroit Red Wings,682,Dallas Stars,681,2023-04-10T23:00:00+00:00,2023-04-10
1386,Chicago Blackhawks,678,Minnesota Wild,687,2023-04-11T01:00:00+00:00,2023-04-10
1387,Calgary Flames,675,Nashville Predators,689,2023-04-11T01:30:00+00:00,2023-04-10
1388,Arizona Coyotes,1460,Seattle Kraken,1436,2023-04-11T02:00:00+00:00,2023-04-10
1389,Los Angeles Kings,685,Vancouver Canucks,701,2023-04-11T02:30:00+00:00,2023-04-10
1390,Tampa Bay Lightning,699,Toronto Maple Leafs,700,2023-04-11T23:00:00+00:00,2023-04-11
1391,New Jersey Devils,690,Buffalo Sabres,674,2023-04-11T23:00:00+00:00,2023-04-11
1392,Philadelphia Flyers,695,Columbus Blue Jackets,680,2023-04-11T23:00:00+00:00,2023-04-11
1393,Carolina Hurricanes,676,Detroit Red Wings,682,2023-04-11T23:00:00+00:00,2023-04-11
1394,Boston Bruins,673,Washington Capitals,703,2023-04-11T23:00:00+00:00,2023-04-11
1395,Pittsburgh Penguins,696,Chicago Blackhawks,678,2023-04-11T23:30:00+00:00,2023-04-11
1396,Minnesota Wild,687,Winnipeg Jets,704,2023-04-12T00:00:00+00:00,2023-04-11
1397,Colorado Avalanche,679,Edmonton Oilers,683,2023-04-12T01:30:00+00:00,2023-04-11
1398,Anaheim Ducks,670,Vancouver Canucks,701,2023-04-12T02:00:00+00:00,2023-04-11
